entry_id,country,participating_adults,non_participating_adults,participating_juniors,non_participating_juniors,booking_entry,stay_accomodation,event_organisation_rating,organisation_comments,course_planning_rating,planning_comments,social_programme_rating,programme_comments,event_comments,livestream_awareness,livestream_rating,website_provision_rating,event_info_rating,followed_via_social,social_media_content,improvement_comments,authority,transport_to_area,overnight_stay_location,transport_to_event,age,total_people,longitude,latitude
287,Other UK,7,2,0,4,Very easy,self-catered,Good,Charging for event buses but not parking was wrong - should be cheaper for buses than to drive to encourage people to do so. Add cost of buses into entry fees or use parking costs to subsidise.  No encouragement to bring our own cups / forks / water bottles. There should have been drinking water available every day and you should have aimed to be a “waste zero” event.  The facilities for cleaning and disinfecting shoes were inadequate - should have been regularly rinsed and fresh water and disinfectant added. Running water should have been available on all days. More toilets!!,Good,Areas were lovely to run in but not that technical - would have been nice to have a couple of days where it was harder navigation and less “runners” days.,Not interested in social programme,NA,Could we have MTBO on rest day perhaps?,Yes,Average,Good,Average,No,NA,"although it was nice to have the livestream i was concerned with nearly tripping over their long wires in the forest a number of times. the operators were also smoking - in the forest, amoung orienteers and trees!!   central organisation of equipment as per previous years would also benefit clubs.",highland,car,"comrie, dunkeld & pitlochry",car,> 60,8,-4.66091013,57.586689
288,Other Europe,2,0,0,0,Very easy,hotel/B&B,Excellent,NA,Excellent,Nit picking but..... Inconsistent info re crossing points and purple lines from day to day (are they optional?) Controls on similar features too close Controls too visible from a distance (day 4) Day 6 - every leg felt the same - compass and pace then look around - insufficient features on map to navigate by Day 5 - disappointed that so much was in open when the forest is so good  (but maybe there were access restrictions I don't know about),Excellent,NA,NA,Yes,NA,Excellent,Excellent,No,NA,NA,NA,car,"lochearnhead, kinloch(near blairgowrie)",car,> 60,2,NA,NA
289,Other UK,2,0,0,0,Very easy,self-catered,Average,"The event campsite was poor compared to Ballater. Only 6 extra toilets and 3 extra showers provided for event. We left that campsite a day early as it wasn't great for kids. Events themselves were good. Walk on first day should have had a rope guideline down that short steep section, especially for older people - some were falling down it. Some great venues. Varied terrain. Excellent weather.",Average,NA,Not interested in social programme,NA,Loved Sprint in MacRosty Park - so did children aged 11 & 13.,Yes,NA,Average,Average,No,NA,NA,highland,car,"event campsite, then aberfeldy caravan park",car,> 60,2,-4.66091013,57.586689
290,Other UK,1,1,0,0,Very easy,campsite,Excellent,NA,Excellent,NA,Excellent,NA,NA,No,Excellent,Excellent,Excellent,Yes,Excellent,NA,NA,car,comrie,bus,41-60,2,NA,NA
291,Scotland,3,0,0,0,Very easy,campsite,Excellent,NA,Excellent,NA,Excellent,NA,NA,Yes,NA,Excellent,Good,No,NA,NA,NA,car,crieff,car,> 60,3,NA,NA
292,Scotland,1,0,0,0,Easy,self-catered,Excellent,"The lighter touch traffic signage sometimes made me nervous - but I didn't get lost (I drive without SatNav). The loss of paper newsletters meant that I missed some ""next day"" information due to inadequate WiFi equipment and poor internet connection.",Excellent,NA,Not interested in social programme,NA,NA,Yes,Average,Good,Good,No,NA,NA,NA,car,methven,car,41-60,1,NA,NA
293,Rest of the World,1,0,0,0,Easy,self-catered,Good,NA,Average,Course lengths nice and short.,Not interested in social programme,NA,NA,Yes,NA,Average,Average,No,NA,NA,NA,car,crieff,car,> 60,0,NA,NA
294,Other Europe,1,0,0,0,Easy,campsite,Excellent,NA,Excellent,The scale of maps should have been the same (1:7500) every day. Otherwise good or even excellent. But it is impossible to give better than average if you cannot see what is in your map. And the blue ditches within the green area? I could see them only afterwards.,Good,NA,I like this four best out of six-system.,Yes,NA,Good,Excellent,No,NA,"my four six-days have varied very much (oban, moray, inverness, perthshire). and that is good!",NA,air,crieff,car,41-60,1,NA,NA
295,Other Europe,2,0,0,0,Very easy,self-catered,Good,The yellow parking direction signs could have been more visible. Often got lost with other road signs and didn’t stand out - no control kite on them.,Good,NA,Not interested in social programme,NA,NA,Yes,NA,Excellent,Good,No,NA,i was extremely grateful for my priority parking but not everyone helping us park knew what it meant! being able to open my car door fully to get out is essential . however all the volunteers were very helpful and understanding. big thanks to them.,NA,boat,glenalmond,car,> 60,2,NA,NA
296,Scotland,3,2,0,0,Very easy,own home,Excellent,NA,Excellent,NA,Excellent,NA,NA,Yes,Excellent,Excellent,Excellent,Yes,Excellent,NA,NA,car,comrie croft,car,41-60,5,NA,NA
297,Scotland,2,0,0,0,Very easy,with friends,Good,"Quite long walks to the starts, even on the White Course, which made our 5 and 7 year old less keen to do it. Fixed start times for parents was not as flexible as punching starts.",Excellent,"Planning was good. The areas were of a lower technical quality than the 2011, 2013 and 2015 events (didn't do 2017).",Not interested in social programme,NA,"A scoring system based on daily finishing position is not the best system for small classes. e.g. a good run could score 3rd and a bad run 6th, which is not that different. A ranking points based scoring system is better for rewarding the most consistent performer, although it is harder (impossible) for the particpant to work it out, whereas the finishing position system is simpler.",Yes,NA,Good,Excellent,No,NA,online newsletter was not a success as the details of how to log on to the local wifi and the ability to connect was poor.,NA,car,luncarty jut north of perth,car,> 60,2,NA,NA
298,Other UK,4,0,0,0,Very easy,self-catered,Excellent,Why were all families with punching starts given starts where the women had fixed early starts and the men had late punching starts. This is totally unfair. Thankfully the entries team were happy to change it but it seemed a very odd decision,Excellent,NA,Excellent,NA,NA,Yes,NA,Excellent,Excellent,No,NA,NA,NA,train,killin,cycle,41-60,4,NA,NA
299,Scotland,4,0,0,0,Very easy,own home,Poor,Excellent - signing from Crieff to Days 5 and 6 very useful. Thanks to all the volunteers who were always cheerful. Results service and presentation well thought out - excellent. Sometimes hard to find things on the website - like daily news - suggest that news part is used more with links to pages.  Still can't find the section on prize giving,Good,Disappointed not to get into the technical bits of Craig a Barns. Thought end of M70S course was just sometimes a run in when a couple more controls could have kept up the technical challenge - Day 6 for example.,Not interested in social programme,NA,Liked the mix of distances and thus different style of course planning and this sport style required.,Yes,NA,Good,Good,Yes,Good,good format - don't change it! where there are no livestock issues - can we please be allowed to bring dogs unter control into the arena?,NA,car,comrie,car,< 21,4,NA,NA
300,Other UK,1,1,1,0,Average,campsite,Excellent,NA,Good,A bit far to walk for some of the oldest and youngest people in my party. Would be better if the shortest courses were closer to the arena (no problem for the longer courses). Something wrong with light green the last day? Way to difficult!,Good,NA,NA,Yes,NA,Excellent,Good,No,NA,NA,NA,car,perth,bus,41-60,3,NA,NA
301,Other UK,3,0,0,0,Easy,campsite,Excellent,Events well organized. Bus worked well apart from service bus to Crieff who refused to accept bus ticket and charged normal rate,Excellent,"Lots of forest navigation, not enough moorland running.",Not interested in social programme,Too many people in the ceilidh. Dance floor too crowded. Evening talk good,NA,Yes,NA,Excellent,Excellent,Yes,Good,"campsite needs to offer proper provision for campers eg sufficient showers , facilities for campers and eg electric hook up, chemical toilet and water points.",NA,car,rossendale,car,21-40,3,NA,NA
302,Other UK,1,1,0,0,Very easy,campsite,Good,You know what you are doing.,Excellent,"It was as good as it usually is. I couldn't find the last control on the last day and spent a minute looking for it. This caused me great embarrassment in front of the spectators and photographers. I'm colour blind and could not see the orange and white kite against a background of coloured spectator and club tents. The earth bank, the end of which the control was sited was completed covered and hidden by people and tents. if you can't see feature and you can't see the flag then you've got problems. The control was also sited almost if not in the finish funnel! Still if this is my only grumble after a week of challenging this sport then things weren't to bad!",Not interested in social programme,Programme of social events looked excellent. We were based away from the event centre and were unable to get to these events.,Middle distance is fine providing appropriate areas are available. It is also easier on the legs for the ageing majority. Middle distance on last day was good option.,Yes,Good,Excellent,Excellent,No,NA,keep it simple.,NA,car,dunkeld,car,41-60,2,NA,NA
303,Scotland,3,0,1,0,Easy,self-catered,Good,"If this was my first S6D, it would also probably be my last. I have given up on Welsh and Lakes because of long walks to assembly and/or to start. Add in remote finishes, and the week has changed character this year significantly, to the detriment of it being a holiday week. On day 6, to have a ‘no buggies’ route to assembly ruled it out for some families. I intend to come to Lochaber 2021, and will book accommodation, but will need to see event details before entering. The experience for very young and older competitors was seriously diminished by the physicality of routes to the start. Could you give someone responsibility to review future events from the point of view of M/W75+ in future? We’ll all be there some day!",Excellent,"Gratuitous climb should be avoided - get the finish times with distance, then essential climb will follow.",Not interested in social programme,NA,NA,Yes,Good,Excellent,Excellent,No,NA,bring back the daily news sheet!,NA,car,forgandenny,car,41-60,4,NA,NA
304,Other UK,18,0,0,0,Very easy,self-catered,Excellent,NA,Excellent,NA,Not interested in social programme,NA,NA,Yes,Excellent,Excellent,Excellent,Yes,Excellent,NA,NA,car,perth,car,41-60,16,NA,NA
305,Other UK,2,0,0,0,Very easy,campsite,Excellent,NA,Excellent,Most days very good. One day a little easier ( day 4 ?),Not interested in social programme,NA,NA,No,Average,Excellent,Good,No,NA,NA,NA,car,auchterarder,car,41-60,2,NA,NA
306,Scotland,3,0,0,0,Easy,campsite,Good,"I have not been to a 6-days for many years - so was mightily impressed with the increased efficiency of so many aspects: better signage; marshalling; flexibility for changing entries and/or entering on the day; changing courses; replacing lost bibs (yes, I was one of those); more toilets. Plus additions: shelter tent for non-club folk like myself; more places to get food and drink, with tables and chairs; livestreaming.",Average,"The technical difficulty was good, but I would have liked longer courses for several days. On one day (can't remember which) the walk to/from the start/finish was longer than the course itself. On Day 6, for example, my friend who did the Orange CC went way further than I did on W55 short! Plus the last two controls were ridiculously easy, which only left eight controls really to navigate round ...",Not interested in social programme,"It looked good - but as we were staying with friends we didn't participate on this occasion. Moreover, since we were staying in Bridge of Earn, it would have been a long trek to the Event Centre.",NA,Yes,NA,Good,Good,No,NA,NA,NA,car,bridge of earn,car,> 60,3,NA,NA
307,Scotland,2,0,0,0,Easy,self-catered,Good,NA,Average,NA,Not interested in social programme,NA,NA,Yes,NA,Good,Average,No,NA,NA,edinburgh,car,event arenas (controlling),car,41-60,2,-3.27825999,55.91119003
308,Scotland,2,0,0,0,Easy,campsite,Good,NA,Good,Always unhappy when the walk to the start/finish is more than 2x the course length. Really most days inappropriate for families.,Not interested in social programme,NA,NA,Yes,Average,Average,Good,Yes,Average,results for key trailo events were not made available for days so not really a sensible question,NA,car,forgandenny,car,41-60,2,NA,NA
309,Other Europe,2,0,0,0,Very easy,hotel/B&B,Good,The restrictions on dogs on day 4 meant that we were unable to compete on that day. After travelling a long way for an event we found this unacceptable!! The long walk ins were often nearly as long as our courses and not good when you have dogs and have to leave them for long periods of time in the heat!!,Good,Too long walk in and walk backs from the finish at times.,Average,Not interested in any of the social programme. We are only here to orienteer.,"Not very dog friendly, especially when you consider that about a third of orienteers have dogs with them.",Yes,NA,Good,Good,No,NA,NA,NA,car,lochlane camp site,car,41-60,2,NA,NA
